lineage,mean.diffs,clock.residual,num.cases,num.variants,min.coldate,max.coldate,mean.coldate
AY.9.2.1,41.33,-3.42,106,42,2021-07-27,2021-12-16,2021-10-14
AY.58,34.4,-3.78,376,194,2021-03-16,2022-04-24,2021-07-05
AY.75.2,36.83,-3.43,254,219,2021-04-30,2022-04-24,2021-08-06
AY.75,38.35,-4.94,16059,10116,2021-05-06,2022-04-09,2021-09-21
AY.75.3,40.05,0.07,464,226,2021-05-17,2021-09-30,2021-08-02
AY.133,45.59,-2.57,187,117,2021-05-28,2022-01-15,2021-12-05
AY.65,38.24,-4.18,1313,872,2021-03-09,2022-02-02,2021-09-08
AY.26,38.61,-7.78,29758,20736,2021-07-10,2022-04-12,2021-11-08
AY.26.1,39.93,-4.37,128,107,2021-04-24,2021-12-24,2021-10-07
AY.2,40.57,1.5,2115,1224,2021-03-31,2021-12-18,2021-07-19
AY.71,36.32,-3.81,1011,690,2021-03-09,2021-12-22,2021-08-04
AY.37,38.46,-2.76,2121,1282,2021-03-01,2021-12-26,2021-08-21
AY.74,39.74,-2.81,3803,1761,2021-04-08,2022-02-01,2021-09-10
AY.73,40.58,-3.21,1023,639,2021-04-01,2022-02-05,2021-09-29
AY.72,41.64,-3.02,873,550,2021-07-13,2022-01-25,2021-10-12
AY.48,35.25,-4.86,1053,620,2021-04-09,2022-01-03,2021-08-04
AY.35,34.45,-6.65,1107,639,2021-01-11,2021-12-23,2021-08-19
B.1.617.3,28.44,-2.94,164,156,2020-07-16,2021-06-07,2021-03-24
B.1.617.1,31.18,-0.99,3996,3133,2020-12-01,2021-11-29,2021-04-05
B.1.617,33,3.36,1,1,2021-02-25,2021-02-25,2021-02-25
B.1.93,8.27,-0.92,716,295,2020-03-07,2021-02-10,2020-04-19
B.1.227,14.18,-0.06,17,13,2020-03-16,2020-08-11,2020-07-05
B.1.390,9.4,-1.59,65,45,2020-03-25,2021-02-11,2020-05-17
B.1.549,15.28,-6.79,46,43,2020-06-09,2021-01-29,2020-11-02
B.1.555,8.05,-1.52,44,26,2020-03-11,2021-01-31,2020-04-25
B.1.528,9.43,-0.73,21,16,2020-04-23,2020-05-05,2020-05-04
B.1,10.73,-18.02,52855,31024,2020-06-17,2022-02-23,2021-02-12
B.1.134,7.78,-5.45,147,64,2020-04-07,2020-08-31,2020-06-20
B.1.552,9.77,1.51,57,30,2020-03-30,2020-04-17,2020-04-05
B.1.382,7.89,-4.57,70,40,2020-04-07,2021-01-18,2020-06-08
B.1.215,6.58,-2.9,12,8,2020-03-27,2020-09-13,2020-04-24
B.1.23,8.39,-1.63,87,30,2020-03-19,2021-08-07,2020-05-02
B.1.179,6.86,-3.49,203,77,2020-03-09,2021-04-03,2020-05-07
B.1.384,8.47,-1.24,116,53,2020-03-15,2020-06-24,2020-04-27
B.1.77,9.47,-3.29,15,8,2020-05-18,2020-06-21,2020-06-13
B.1.203,17.23,-6.26,13,12,2020-07-05,2021-03-12,2020-11-23
B.1.145,10.4,-2.89,15,15,2020-04-21,2021-02-03,2020-06-21
B.1.535,7.4,-1.51,5,4,2020-04-06,2020-04-26,2020-04-15
B.1.70,7,-0.91,8,3,2020-03-13,2020-04-22,2020-03-31
B.1.379,6.31,-1.94,13,4,2020-03-19,2020-04-24,2020-04-05
B.1.8,7.5,-1.3,322,168,2020-03-05,2021-01-27,2020-04-13
B.1.105,7.1,-1.96,39,24,2020-03-16,2020-06-08,2020-04-17
B.1.195,9.84,-2.19,119,94,2020-03-17,2021-01-04,2020-06-01
B.1.91,7.48,-0.89,317,122,2020-02-21,2021-03-26,2020-04-06
B.1.106,8.61,-3.83,18,13,2020-04-23,2020-08-13,2020-06-08
B.1.206,10.65,-4.25,859,595,2020-04-09,2020-12-14,2020-07-15
B.1.76,9.13,-1.57,30,16,2020-02-24,2021-01-17,2020-05-12
B.1.153,7.62,-1.37,29,16,2020-03-11,2020-07-22,2020-04-16
B.1.240,14.46,-7.01,2893,1918,2020-03-22,2021-11-21,2020-10-23
B.1.540,14.62,-3.73,63,63,2020-03-27,2021-03-15,2020-09-06
B.1.126,17.6,-5.19,277,206,2020-05-05,2021-03-29,2020-11-12
B.1.67,5.67,-3.18,15,6,2020-03-23,2020-06-30,2020-04-14
B.1.81,6.89,-3.29,28,15,2020-04-01,2021-03-10,2020-05-04
B.1.194,9.2,-4.59,10,8,2020-06-09,2020-07-21,2020-06-28
B.1.545,8.25,-2.06,8,7,2020-03-25,2020-10-29,2020-05-06
B.1.69,9.1,0.66,21,11,2020-03-06,2021-03-24,2020-04-08
B.1.547,7.64,-1.87,22,14,2020-03-13,2020-08-09,2020-04-24
B.1.566,12.4,-2.83,25,18,2020-03-16,2021-03-26,2020-07-20
B.1.201,6.93,-2.72,111,57,2020-03-06,2021-01-15,2020-04-26
B.1.537,11.6,-3.9,15,15,2020-05-24,2021-02-03,2020-07-24
B.1.103,6.95,-3.04,21,16,2020-03-14,2020-05-22,2020-05-01
B.1.383,6.03,-2.62,30,13,2020-03-01,2020-06-01,2020-04-11
B.1.222,6.79,-2.98,133,71,2020-02-24,2021-03-11,2020-04-28
B.1.527,16.15,-8.5,188,145,2020-03-24,2021-04-08,2020-12-11
B.1.187,7.38,-1.62,29,14,2020-03-28,2020-05-05,2020-04-16
B.1.137,9.67,-1.06,12,8,2020-04-20,2020-05-26,2020-05-13
B.1.169,19.51,4.12,59,59,2020-05-15,2020-08-14,2020-07-23
B.1.548,12.59,-2.23,17,15,2020-05-29,2020-08-03,2020-07-14
B.1.377,14.83,-5.26,167,123,2020-04-19,2021-05-18,2020-10-02
B.1.199,9.61,-3.28,85,56,2020-03-16,2020-12-11,2020-06-15
B.1.543,14.48,-11.07,61,49,2020-09-11,2021-02-22,2020-12-25
B.1.538,14.81,-4.53,27,25,2020-05-16,2021-03-15,2020-09-21
B.1.131,19.71,-4.1,89,69,2020-05-27,2021-03-05,2020-11-28
B.1.536,17.47,-6.19,17,15,2020-10-26,2021-02-15,2020-11-26
B.1.539,15.07,-10.4,44,40,2020-10-25,2021-03-03,2020-12-23
B.1.78,8.08,-1.59,77,43,2020-03-12,2021-01-15,2020-04-26
B.1.546,9.91,-4.37,202,115,2020-05-23,2020-10-19,2020-07-06
B.1.285,7,-5.59,1,1,2020-06-10,2020-06-10,2020-06-10
B.1.530,17.39,-6.92,38,31,2020-10-20,2021-03-08,2020-12-06
B.1.393,14.11,-4.4,27,24,2020-05-29,2021-02-19,2020-09-08
B.1.35,7.08,-1.36,39,15,2020-03-20,2020-05-21,2020-04-08
B.1.395,8.43,-5.12,37,22,2020-03-06,2021-03-18,2020-06-25
B.1.94,10.15,-1.24,13,12,2020-03-15,2021-02-26,2020-05-23
B.1.198,9.5,-0.91,8,7,2020-04-14,2020-07-21,2020-05-08
B.1.142,6.96,-3.75,146,51,2020-03-12,2020-07-02,2020-05-12
B.1.2,22.35,-8.81,87160,57550,2020-08-31,2022-04-06,2021-03-20
B.1.378,6.54,-2.85,76,37,2020-03-14,2020-09-17,2020-04-22
B.1.380,13.28,-6.61,118,92,2020-03-04,2021-02-16,2020-09-29
B.1.565,16.89,-6.28,748,531,2020-06-26,2021-03-30,2020-11-18
B.1.139,15.69,-3.88,1027,504,2020-03-26,2021-05-21,2020-09-24
B.1.636,23.85,-7.97,52,42,2021-01-06,2021-05-21,2021-03-30
XB,42.13,5.6,2217,1685,2021-01-26,2021-09-29,2021-06-10
B.1.634,35.28,-0.04,209,166,2021-03-10,2021-08-11,2021-05-23
B.1.627,30.63,-2.37,315,255,2021-01-09,2021-08-21,2021-04-17
B.1.631,37.24,0.34,236,182,2020-12-16,2021-09-06,2021-06-16
B.1.140,11.2,-3.8,35,28,2020-04-30,2020-12-03,2020-07-17
B.1.205,10.61,-0.29,28,22,2020-03-13,2020-11-30,2020-05-15
B.1.128,12.76,-6.67,1541,548,2020-03-09,2021-01-13,2020-09-22
B.1.96,9.77,0.28,35,18,2020-04-01,2020-05-11,2020-04-24
B.1.127,18.87,-6.1,474,117,2020-10-26,2021-03-13,2020-12-16
B.1.97,10,1.08,9,6,2020-03-31,2020-05-02,2020-04-15
B.1.618,30.44,0.63,99,69,2020-10-26,2021-04-14,2021-02-28
B.1.639,30.63,-4.37,41,30,2021-01-22,2021-11-15,2021-05-18
B.1.620,33.92,-1.33,765,622,2021-02-28,2021-09-01,2021-05-22
B.1.415.1,34.41,-2.64,74,38,2021-05-12,2021-08-02,2021-06-18
B.1.525,35.37,3.57,4526,3202,2020-12-07,2021-11-29,2021-03-30
B.1.619.1,43.62,6.48,1561,1179,2021-02-22,2021-09-21,2021-06-20
B.1.619,37.37,3.98,706,477,2021-01-23,2021-08-05,2021-04-23
B.1.249,9.33,-2.53,12,7,2020-04-11,2020-06-27,2020-05-30
B.1.391,8.34,-1.09,426,214,2020-03-11,2020-08-05,2020-04-23
B.1.248,8.28,-1.03,25,11,2020-03-28,2020-05-19,2020-04-21
B.1.252,6.93,-2.73,41,17,2020-03-28,2020-07-13,2020-04-26
B.1.250,7.88,-0.32,25,19,2020-03-12,2020-05-13,2020-04-04
B.1.557,7.11,-2.57,9,4,2020-04-08,2020-05-18,2020-04-27
B.1.104,7.73,-2.36,111,51,2020-03-15,2020-07-16,2020-05-03
B.1.251,8.34,-4.6,35,20,2020-06-02,2020-07-15,2020-06-15
B.1.254,9.08,-0.14,26,12,2020-04-12,2020-05-09,2020-04-19
B.1.559,8.11,-0.46,9,5,2020-03-30,2020-04-21,2020-04-10
B.1.560,16.25,-10.36,310,267,2020-05-13,2021-05-08,2021-01-10
B.1.212,9.33,-1.33,42,35,2020-03-03,2021-01-11,2020-05-11
B.1.146,16.19,-6.36,191,135,2020-06-23,2021-05-28,2020-11-09
B.1.220,7.86,-1.54,72,45,2020-03-14,2020-07-01,2020-04-22
B.1.151,8.41,-0.77,46,24,2020-03-13,2020-05-26,2020-04-19
B.1.211,7.83,-0.68,24,13,2020-03-04,2021-01-11,2020-04-09
B.1.387,7.08,-0.76,24,11,2020-03-06,2020-05-11,2020-03-29
B.1.83,8.06,-0.58,63,28,2020-03-20,2020-05-09,2020-04-11
B.1.6,7.8,-0.47,44,26,2020-03-05,2020-09-02,2020-04-05
B.1.147,7.93,-1.64,1021,422,2020-03-04,2021-02-01,2020-04-25
B.1.529,10.33,0.58,18,14,2020-04-02,2020-06-05,2020-04-28
B.1.388,14,-3.03,6,5,2020-06-10,2021-02-06,2020-08-17
B.1.208,9.2,-0.35,20,13,2020-03-15,2021-01-16,2020-04-25
B.1.178,8.11,-0.02,18,13,2020-03-17,2020-08-02,2020-04-03
B.1.143,9.06,-3.67,33,29,2020-03-28,2021-01-15,2020-06-12
B.1.149,18.41,-3.94,174,109,2020-03-31,2021-04-08,2020-11-06
B.1.219,12.64,-2.13,69,53,2020-03-22,2021-02-02,2020-07-13
B.1.84,11.71,-0.3,7,7,2020-04-19,2020-07-28,2020-06-01
B.1.213,13.52,-1.8,52,45,2020-05-10,2021-04-19,2020-07-22
B.1.210,12.02,-2.04,337,252,2020-03-10,2021-03-24,2020-07-02
B.1.214,15.43,-2.61,21,19,2020-04-18,2021-02-23,2020-09-01
B.1.214.1,18.03,-8.81,29,20,2020-12-05,2021-02-26,2021-01-13
B.1.214.3,28.41,-1.38,94,78,2020-12-14,2021-07-08,2021-02-27
B.1.214.2,31.68,0.79,1188,859,2020-11-22,2021-11-05,2021-03-16
B.1.214.4,24.47,-4.36,102,24,2021-01-25,2021-03-15,2021-02-13
B.1.218,19.96,-1.57,160,106,2020-07-20,2021-04-12,2020-10-24
B.1.221.4,23.56,-3.36,223,109,2020-09-30,2021-05-12,2021-01-15
B.1.221.1,18.65,-2.43,272,154,2020-08-18,2021-03-03,2020-10-18
B.1.221.2,21.53,-4.61,130,84,2020-10-10,2021-03-31,2021-01-03
B.1.221,20.53,-6.58,10459,6225,2020-04-12,2021-07-01,2021-01-18
B.1.221.3,19.22,-6.56,1148,309,2020-09-14,2021-03-01,2020-12-28
B.1.177.31,19.58,-7.67,12,12,2021-01-11,2021-02-03,2021-01-20
B.1.160.10,28.79,3.26,91,62,2020-08-27,2021-02-20,2020-12-24
B.1.160.25,29.13,1.82,76,57,2020-10-23,2021-03-26,2021-01-21
B.1.160.24,28.08,2,180,52,2020-11-23,2021-02-08,2021-01-02
B.1.160,25.91,-1.52,21205,11837,2020-07-09,2021-12-07,2021-01-22
B.1.160.29,26.04,-0.83,179,121,2020-10-26,2021-03-30,2021-01-14
B.1.160.8,26.22,1.56,595,177,2020-10-05,2021-02-22,2020-12-11
B.1.160.19,27.64,1.16,22,15,2020-12-25,2021-01-25,2021-01-08
B.1.160.32,24.09,0.69,126,62,2020-10-02,2021-01-26,2020-11-22
B.1.160.28,25.57,-0.42,137,108,2020-09-10,2021-03-24,2020-12-31
B.1.160.17,24.22,-0.48,513,133,2020-11-09,2021-01-31,2020-12-12
B.1.160.27,30.1,3.02,61,38,2021-01-05,2021-01-30,2021-01-17
B.1.160.31,27.53,1.47,101,70,2020-10-08,2021-03-19,2021-01-02
B.1.1.445,27.75,1.89,12,9,2020-12-14,2021-01-15,2020-12-29
B.1.160.21,30,4.86,38,13,2020-11-24,2021-01-26,2020-12-18
B.1.160.20,27.41,3.85,73,49,2020-10-12,2021-03-02,2020-11-24
B.1.160.23,25.04,4.5,137,61,2020-09-07,2021-01-19,2020-10-09
B.1.160.22,24.31,-1.13,96,60,2020-10-07,2021-10-23,2020-12-23
B.1.160.26,27.12,0.87,330,222,2020-09-25,2021-04-08,2021-01-04
B.1.160.18,34.72,7.41,121,63,2020-11-10,2021-03-10,2021-01-20
B.1.160.30,24.59,-0.7,170,101,2020-10-21,2021-03-17,2020-12-21
B.1.160.9,28.99,2.98,85,69,2020-10-19,2021-02-28,2021-01-01
B.1.160.7,24.94,2.18,290,133,2020-10-03,2021-02-18,2020-11-12
B.1.160.33,24.63,1.97,116,23,2020-10-21,2020-11-22,2020-11-11
B.1.160.11,27.45,1.11,132,74,2020-10-08,2021-02-26,2021-01-06
B.1.160.13,27.37,0.9,35,25,2020-09-18,2021-02-18,2021-01-08
B.1.160.12,27.5,2.19,105,65,2020-10-18,2021-02-14,2020-12-21
B.1.160.14,26.08,1.17,299,202,2020-09-01,2021-03-16,2020-12-15
B.1.160.15,26.93,1.74,137,94,2020-09-30,2021-03-12,2020-12-19
B.1.160.16,26.77,1.3,840,514,2020-09-30,2021-08-09,2020-12-24
AB.1,31.69,4.64,104,26,2020-12-07,2021-02-15,2021-01-17
B.1.36.36,20.33,-4.14,1916,611,2020-06-03,2021-04-15,2020-12-08
B.1.182,7.61,-1.02,87,28,2020-03-13,2020-05-05,2020-04-11
B.1.189,15.05,-3.25,181,137,2020-04-14,2021-04-20,2020-09-05
B.1.157,8.04,-0.21,103,69,2020-03-08,2020-06-24,2020-04-05
B.1.415,9.89,-0.99,46,23,2020-03-16,2020-09-02,2020-05-15
B.1.600,12.18,-3.73,117,89,2020-04-07,2021-01-25,2020-07-31
B.1.180,10.75,-1.33,20,17,2020-04-06,2020-09-03,2020-06-02
B.1.224,8.63,-1.72,38,15,2020-03-16,2020-05-24,2020-05-07
B.1.192,10.32,-2.95,38,37,2020-04-24,2020-12-08,2020-06-20
B.1.223,9.77,-0.89,188,100,2020-03-15,2020-12-31,2020-05-12
B.1.417,14.09,-6.04,22,13,2020-04-02,2021-07-01,2020-10-03
B.1.609,16.49,-5.87,1203,884,2020-03-10,2021-04-19,2020-11-06
B.1.418,7.67,-3.16,51,13,2020-04-24,2020-06-25,2020-05-14
B.1.242,9.95,-4.15,39,18,2020-06-12,2020-08-13,2020-07-03
B.1.225,7.1,-2.85,49,15,2020-04-01,2020-05-25,2020-05-01
B.1.420,13.35,-4.69,23,19,2020-03-25,2021-02-24,2020-09-01
B.1.181,9.17,-3.06,35,19,2020-04-20,2020-12-30,2020-06-05
B.1.416,14.03,-5.28,449,336,2020-04-17,2021-04-13,2020-09-20
B.1.416.1,14.28,-8.28,462,280,2020-07-24,2021-03-16,2020-11-09
B.1.190,9.82,2.01,65,35,2020-03-13,2020-04-30,2020-03-29
B.1.542,8.67,-0.65,3,3,2020-04-20,2020-04-23,2020-04-21
B.1.256,11.76,0.45,37,26,2020-04-06,2021-01-10,2020-05-21
B.1.258,23.83,-3.55,11221,7100,2020-08-25,2021-10-22,2021-01-22
B.1.258.3,21.92,-0.08,394,233,2020-07-06,2021-06-26,2020-10-31
B.1.258.2,16.45,-1.38,109,49,2020-07-03,2020-11-22,2020-08-29
G.1,19.94,-1.08,18,9,2020-09-10,2020-11-20,2020-10-17
B.1.258.14,18.61,-8.94,475,286,2020-10-06,2021-04-19,2021-01-24
B.1.258.16,22.68,-2.93,556,224,2020-11-23,2021-03-01,2020-12-26
B.1.258.15,20.07,-4.19,28,12,2020-11-10,2020-12-28,2020-12-05
B.1.258.22,27.47,0.64,296,190,2020-12-07,2021-04-23,2021-01-13
B.1.258.7,20.66,-1.33,359,141,2020-08-29,2021-01-18,2020-10-31
B.1.258.18,26.14,2.02,7,5,2020-10-15,2020-12-20,2020-12-03
B.1.258.6,20.92,0.28,37,23,2020-09-10,2020-11-22,2020-10-11
B.1.258.17,31.91,3.85,6717,4587,2020-08-28,2021-12-16,2021-02-01
B.1.258.23,26.42,0.17,12,10,2020-12-19,2021-01-27,2021-01-04
B.1.258.4,25.84,3.71,192,92,2020-09-03,2021-02-28,2020-11-03
B.1.258.5,25.49,4.42,61,32,2020-09-09,2020-11-28,2020-10-17
B.1.258.20,25.94,0.89,48,33,2020-09-23,2021-04-05,2020-12-17
B.1.258.24,30.92,2.77,24,22,2020-12-21,2021-02-18,2021-02-02
B.1.258.12,20.97,-0.99,64,39,2020-09-20,2021-01-16,2020-10-31
B.1.258.9,22.22,1.08,178,57,2020-08-31,2021-01-25,2020-10-18
B.1.258.10,20.04,-0.2,72,26,2020-09-20,2020-12-05,2020-10-05
B.1.258.11,24.3,-0.46,2163,774,2020-09-14,2021-04-05,2020-12-13
B.1.258.21,23.31,-1.9,107,64,2020-10-08,2021-02-13,2020-12-19
B.1.258.19,22.19,-2.85,132,45,2020-11-23,2021-01-18,2020-12-17
B.1.231,12.1,-0.49,21,11,2020-04-08,2020-07-23,2020-06-10
B.1.551,17.57,-9.45,552,433,2020-08-20,2021-04-22,2021-01-16
B.1.408,18.85,-5.82,154,119,2020-05-12,2021-04-01,2020-12-11
B.1.234,18.3,-7.69,5280,3569,2020-06-03,2021-09-17,2020-12-31
B.1.398,20.16,-1.8,299,188,2020-04-02,2021-02-15,2020-10-31
B.1.229,11.21,-2.57,56,31,2020-03-29,2021-03-16,2020-06-28
B.1.381,13.52,-4.65,88,66,2020-04-15,2021-01-16,2020-09-03
B.1.554,13.26,-0.46,42,24,2020-04-21,2020-08-18,2020-06-27
B.1.556,14.18,-5.1,96,69,2020-06-10,2021-02-16,2020-09-20
B.1.236,15.39,-6.17,401,280,2020-06-06,2021-03-23,2020-10-25
B.1.233,8.75,-6.89,64,34,2020-06-16,2020-11-19,2020-07-27
B.1.396,18.05,-5.02,1142,757,2020-06-10,2021-11-17,2020-11-17
B.1.610,15.35,-4.43,217,88,2020-07-15,2020-12-26,2020-09-28
B.1.235,14.21,-4.72,262,122,2020-06-08,2021-02-26,2020-09-15
B.1.238,10,-2.74,56,23,2020-05-14,2020-07-23,2020-06-12
B.1.406,15.72,-6.48,135,84,2020-07-06,2021-03-26,2020-11-04
B.1.407,14.14,-1.21,14,9,2020-06-09,2020-11-08,2020-07-22
B.1.561,23.07,-3.2,1789,1271,2020-06-18,2021-08-11,2021-01-05
B.1.404,21.96,-4.59,503,369,2020-08-11,2021-04-27,2021-01-09
B.1.403,12.84,-7.95,68,44,2020-07-13,2021-01-15,2020-10-13
B.1.402,15.79,-7.43,111,79,2020-06-19,2021-03-11,2020-11-19
B.1.409,20.15,-6.32,904,628,2020-10-07,2021-05-26,2021-01-08
B.1.232,19.63,-4.92,1239,827,2020-04-06,2021-05-07,2020-12-09
B.1.399,15.23,-4.4,295,178,2020-04-26,2021-06-23,2020-09-25
B.1.237,15.29,-4.37,126,110,2020-04-24,2021-03-02,2020-09-26
B.1.239,16.33,-6.95,591,429,2020-04-22,2021-04-14,2020-11-20
B.1.1.334,17.5,-9.09,2,2,2020-12-30,2021-01-20,2021-01-10
B.1.397,13.59,-6.39,101,76,2020-04-15,2021-03-22,2020-10-01
B.1.405,15.75,-6.09,76,57,2020-04-30,2021-03-02,2020-10-29
B.1.401,14.33,-5.1,87,57,2020-06-11,2021-03-08,2020-09-22
B.1.558,19.31,-3,163,128,2020-04-06,2021-04-18,2020-11-05
B.1.241,19.56,-3.96,967,680,2020-04-20,2021-06-07,2020-11-24
B.1.400,17.62,-6.31,1552,1055,2020-04-15,2021-08-16,2020-11-30
B.1.400.1,20.56,-6.31,34,23,2020-11-09,2021-03-07,2021-01-14
B.1.421,17.72,-1.74,109,55,2020-07-29,2021-01-04,2020-09-23
B.1.240.2,20.35,-1.55,26,19,2020-08-24,2021-01-02,2020-10-30
B.1.240.1,16.42,-6.72,38,21,2020-08-04,2021-02-10,2020-11-18
B.1.550,16.38,-7.13,61,40,2020-10-03,2021-03-14,2020-11-24
B.1.243,17.55,-9.14,9757,6407,2020-06-24,2021-05-15,2021-01-11
B.1.602,17.3,-5.58,143,87,2020-07-07,2021-02-03,2020-11-14
B.1.243.1,23.17,-6.8,18,16,2020-12-15,2021-07-15,2021-03-02
B.1.243.2,45.9,7.34,29,27,2021-05-19,2021-10-27,2021-07-11
B.1.524,19.72,-6.97,611,436,2020-09-01,2021-07-31,2021-01-11
B.1.188,14.71,-3.61,42,31,2020-07-17,2021-06-10,2020-09-05
B.1.184,13.71,-0.07,14,14,2020-06-18,2020-07-18,2020-06-28
B.45,4.2,-4.36,136,64,2020-03-13,2020-06-08,2020-04-09
B.11,3.91,-3.35,110,50,2020-02-27,2020-05-13,2020-03-21
B.55,3.41,-3.56,137,75,2020-01-29,2020-06-29,2020-03-16
B.56,3.96,-4.7,25,24,2020-03-14,2020-07-06,2020-04-11
B,4.66,-3.08,2929,1910,2019-12-24,2022-03-16,2020-03-28
B.5,2,-3.16,23,10,2020-02-05,2020-02-25,2020-02-17
B.20,2.05,-6.4,20,7,2020-03-31,2020-04-13,2020-04-08
B.1.14,2.83,-6.05,24,13,2020-04-02,2020-05-01,2020-04-14
B.19,2.8,-5.46,15,14,2020-03-31,2020-04-20,2020-04-05
B.50,3.89,-6.1,9,9,2020-03-14,2020-06-14,2020-05-01
B.3,3.93,-3.65,590,311,2020-02-25,2020-09-12,2020-03-25
B.10,5.03,-2.71,60,41,2020-03-12,2020-05-15,2020-03-28
B.53,5.08,-3.49,65,26,2020-02-22,2020-05-17,2020-04-09
B.46,4.31,-5.02,45,13,2020-03-18,2020-05-13,2020-04-21
B.3.1,4.54,-3.66,158,71,2020-01-21,2020-06-09,2020-04-04
B.47,3.52,-4.32,21,12,2020-03-06,2020-05-27,2020-03-29
B.26,3.27,-5.13,30,25,2020-03-17,2020-05-01,2020-04-07
B.27,3.83,-3.55,23,19,2020-03-10,2020-04-24,2020-03-22
B.57,4.35,-4.08,31,20,2020-03-16,2020-04-27,2020-04-07
B.52,6.93,-1.82,46,33,2020-03-18,2021-02-03,2020-04-12
B.15,3.73,-3.86,11,10,2020-03-16,2020-04-08,2020-03-26
B.12,3.93,-3,122,64,2020-01-20,2020-04-22,2020-03-15
B.49,2.2,-5.27,15,12,2020-03-09,2020-04-13,2020-03-24
B.23,4.53,-3.12,126,86,2020-03-01,2020-06-16,2020-03-27
B.18,3.5,-4.44,4,4,2020-03-16,2020-05-11,2020-03-31
B.13,6.53,-2.07,19,9,2020-04-03,2020-04-17,2020-04-10
B.51,3.5,-4.44,20,12,2020-03-18,2020-04-14,2020-03-31
B.4.2,7.83,0.13,6,5,2020-02-25,2020-04-08,2020-03-27
B.4.6,7,0.15,42,23,2020-02-29,2020-04-18,2020-03-14
B.4.8,16.92,-0.77,13,13,2020-05-17,2021-02-12,2020-08-27
B.4.4,8.66,1.27,44,20,2020-03-10,2020-04-27,2020-03-23
B.4.5,6.04,-2.05,45,16,2020-03-10,2020-05-10,2020-04-02
B.4,7.61,0.22,303,232,2020-01-18,2021-01-08,2020-03-23
B.4.1,9.48,-0.06,27,13,2020-03-22,2020-04-26,2020-04-24
B.4.7,11.89,1.46,54,47,2020-03-24,2020-07-11,2020-05-08
B.6,6.81,-2.89,627,407,2020-03-04,2021-04-16,2020-04-27
B.6.2,10.06,-1.65,16,11,2020-05-23,2020-06-11,2020-05-28
B.6.1,6.92,-1.27,36,23,2020-03-11,2020-05-04,2020-04-04
B.6.8,9.69,-8.97,68,50,2020-07-13,2021-01-20,2020-09-11
B.6.3,6.45,-2.64,33,19,2020-03-10,2020-06-18,2020-04-18
B.6.5,5,-2.55,3,1,2020-03-19,2020-04-06,2020-03-25
B.6.6,8.87,-1.71,847,491,2020-03-11,2021-03-20,2020-05-10
B.6.4,10.29,-4.19,21,13,2020-04-18,2020-07-29,2020-07-09
B.44,5.33,-2.04,6,6,2020-03-17,2020-03-24,2020-03-22
B.42,2.69,-2.1,16,8,2020-01-29,2020-03-06,2020-02-12
B.43,6.26,1.11,31,17,2020-02-08,2020-03-09,2020-02-17
B.30,5.97,-2.51,60,41,2020-03-09,2020-08-24,2020-04-08
B.41,4.23,-1.59,124,59,2020-02-06,2020-04-18,2020-02-28
B.29,5.6,-2.15,110,70,2020-02-28,2020-06-14,2020-03-28
B.31,7.61,-0.28,129,90,2020-03-03,2020-07-03,2020-03-30
B.28,5.33,-3.59,148,74,2020-03-09,2020-10-28,2020-04-15
B.61,4.5,-2.83,78,42,2020-02-28,2020-04-23,2020-03-22
B.40,6.08,-1.67,1295,740,2020-02-09,2020-08-20,2020-03-28
B.60,6.17,-1.64,6,2,2020-03-16,2020-04-07,2020-03-29
B.35,7.07,-0.98,70,35,2020-03-05,2020-06-07,2020-04-02
B.38,6.11,-1.71,38,22,2020-03-07,2020-04-29,2020-03-29
B.36,7.29,-0.53,7,6,2020-03-18,2020-04-11,2020-03-29
B.33,5.15,-2.61,20,14,2020-03-03,2020-04-07,2020-03-28
B.32,5.78,-2.63,23,12,2020-03-13,2020-05-22,2020-04-07
B.37,5.8,-1.83,25,16,2020-03-12,2020-04-16,2020-03-26
B.34,5.15,-2.38,26,13,2020-03-14,2020-04-08,2020-03-25
B.39,6.47,-1.11,187,103,2020-03-02,2020-07-18,2020-03-25
B.58,8.08,-0.3,48,22,2020-03-04,2021-04-13,2020-04-07
A.1,7.24,-0.54,2584,1282,2020-02-21,2020-10-29,2020-03-29
A,9.4,-0.18,1727,1036,2019-12-30,2021-05-25,2020-04-25
A.16,4.6,-2.06,60,19,2020-02-15,2020-03-29,2020-03-11
A.5,4.96,-2.7,334,182,2020-03-01,2020-07-02,2020-03-27
A.17,8.83,2.25,12,9,2020-01-25,2020-03-28,2020-03-10
A.3,14.29,5.92,331,183,2020-03-11,2020-08-22,2020-04-07
A.6,8.89,2.04,146,41,2020-01-23,2020-08-04,2020-03-14
A.2,8.82,1.24,619,317,2020-02-22,2021-02-17,2020-03-25
A.2.4,14.88,0.63,57,46,2020-02-04,2021-03-11,2020-07-05
A.2.2,9.75,1.95,313,83,2020-03-17,2020-05-04,2020-03-29
A.2.3,10.97,2.39,38,20,2020-03-12,2020-05-29,2020-04-10
A.2.5,38.18,4.21,1357,1200,2020-03-28,2021-10-21,2021-05-02
A.2.5.1,37.35,5.05,190,166,2020-12-20,2021-08-10,2021-04-07
A.2.5.2,35.65,2.61,412,331,2020-12-20,2021-11-05,2021-04-18
A.2.5.3,35.82,-0.78,50,50,2021-04-07,2021-09-04,2021-06-11
A.22,8.71,-0.68,14,13,2020-03-15,2020-05-19,2020-04-22
